"name_with_owner","sha","author","date","verified","message","num_issues","commit_month","has_ci","is_core","first_commit","days_since_first"
"epam/ketcher","9ff0efd875dfcfce0f8ff4702f0ef3808827c0b2","AndreiMazol","2021-12-10 15:53:40","false","Merge remote-tracking branch 'origin/release/2.4'

# Conflicts:
#	packages/ketcher-react/src/script/editor/tool/apoint.js
#	packages/ketcher-react/src/script/editor/tool/atom.js
#	packages/ketcher-react/src/script/editor/tool/attach.js
#	packages/ketcher-react/src/script/editor/tool/bond.js
#	packages/ketcher-react/src/script/editor/tool/chain.js
#	packages/ketcher-react/src/script/editor/tool/charge.js
#	packages/ketcher-react/src/script/editor/tool/enhanced-stereo.ts
#	packages/ketcher-react/src/script/editor/tool/eraser.js
#	packages/ketcher-react/src/script/editor/tool/paste.js
#	packages/ketcher-react/src/script/editor/tool/reactionarrow.js
#	packages/ketcher-react/src/script/editor/tool/reactionmap.js
#	packages/ketcher-react/src/script/editor/tool/rgroupatom.ts
#	packages/ketcher-react/src/script/editor/tool/rgroupfragment.js
#	packages/ketcher-react/src/script/editor/tool/rotate.js
#	packages/ketcher-react/src/script/editor/tool/sgroup.js
#	packages/ketcher-react/src/script/editor/tool/simpleobject.js
#	packages/ketcher-react/src/script/editor/tool/template.js",36,47,1,1,"2017-12-28 09:14:21","1439.03"
"epam/ketcher","51958e6902bcaced40e11b9ce329cff9b7d0379d","Nitvex","2023-05-18 09:43:59","true","Backmerge: #2614 – Contracted unknown superatom is parsed as expanded, and brackets with name are lost (#2615) (#2617)",54,65,1,0,"2017-12-28 09:14:21","1967.27"
"epam/ketcher","22fe56dd7de351c598c5924006ddc2af6fe53e1a","ZaimBeshich1","2022-04-21 12:01:56","true","#1401 Text tool redesign (#1503)

* update textEditor layout

* fix specialSimbolsList position

* add element for opening menu

* redesined FontControl

* add label for Editor and some layout fixes

* add new svg for fontSize buttons

* layout fixes

* Revert ""add new svg for fontSize buttons""

This reverts commit 265195a68a24ba30329d57a15e9ebd2dcec471eb.

* prettier fix",23,52,1,0,"2017-12-28 09:14:21","1575.12"
"epam/ketcher","8fd55039b3ef21f6f9fa2a5e52b48a43241b28a3","KonstantinEpam23","2022-11-25 10:27:42","true","#1825: add missing keyboard shortcuts (#1862)

* #1825: add missing keyboard shortcuts

* #1825: add missing keyboard shortcuts / eslint

* #1825: add missing keyboard shortcuts / fix some shortcuts

Co-authored-by: Konstantin Levin <Konstantin_Levin@epam.com>",34,59,1,0,"2017-12-28 09:14:21","1789.05"
"epam/ketcher","6456684dbcabe53c49ec5207a75884ffe4670d17","Nitvex","2023-06-14 09:29:52","true","#2745 move selected structures using arrow keys (#2758)

* #2745 – Move selected structures using arrow keys

* #2745 – removed extra Action class

* #2745 – added behaviour for moving structure outside of the canvas",61,65,1,0,"2017-12-28 09:14:21","1993.26"
"epam/ketcher","470e519efdd447dbeb0ff59af075365cf8baca63","Aniuta907","2020-12-16 13:02:08","true","#174 It is impossible to choose zoom value from zoom drop down list (#179)

* fix zoom drop down list

* fix comment after review

* fix comment after review

* add isFormElement code from the old version

Co-authored-by: Anna Kuznetsova1 <anna_kuznetsova1@epam.com>",38,35,0,0,"2017-12-28 09:14:21","1079.66"
"epam/ketcher","912ee859232f22065f72db061b457c7416a631ea","St-Permiakov","2023-01-18 10:04:39","true","#2105 - Unable to select data s-group type (#2106)

Co-authored-by: Stanislav Permiakov <Stanislav.Permiakov@primark.onmicrosoft.com>",57,61,1,0,"2017-12-28 09:14:21","1847.28"
"epam/ketcher","5bf2d2e1317a5e1700767096bd08312a2555e964","tomas-light","2021-02-17 13:25:56","true","fix toolbar buttons hiding (#332)",56,38,0,0,"2017-12-28 09:14:21","1145.92"
"epam/ketcher","09560d7afa4f3cd8f5c25e30d3442ab592335330","aleksandrgordeev1","2021-08-30 13:00:08","true","#726 Add global error handling (#730)

* add error handler based on Editor prop

* fix error message in shared

* refactor error handling

* refactor errorsContext interface

* improve errorsContext",37,44,0,0,"2017-12-28 09:14:21","1337.91"
"epam/ketcher","f824020ae6719acace2cf3118e8d929b88c3e88d","KonstantinEpam23","2022-12-15 14:39:21","true","#1912: update help.md with updated list of keyboard shortcuts (#1924)

* #1912: update help.md with updated list of keyboard shortcuts

* #1912: update description of shortcuts

* #1912: fix formating / key code

* #1912: fix formating / key code / md fixes

* #1912: fix formating / key code / md fixes / fix

* #1912: fix some key descriptions

* #1912: fix formating

* #1912: fix formating one more time

* #1912: line break

* #1912: markdown fix

* #1912: small fix",37,59,1,0,"2017-12-28 09:14:21","1809.23"
"epam/ketcher","b48079ad0d546b2514b0b34ff652375ce18d0ad9","MartaWilliams","2023-10-11 11:36:28","true","Autotestes: #3289 - Clear Canvas (#3321)

* - 6 testes
- snapshots
- 1 test data file

* - Changes after PR review

* - Changes after PR review
- New screenshots

* - fix tests according to comments

* - Changes after PR review

* - 3 test data file
- new screenshots

* - changes after PR review

* - changes after CI test faild

* - moving files to corresponding folders

* - moving function to @utils",33,69,1,0,"2017-12-28 09:14:21","2110.35"
"epam/ketcher","06e9a9e7d29b58f4665f0023eaf5804dd7e6ac5e","AndreiMazol","2022-04-13 14:07:40","false","update dependencies",35,51,1,1,"2017-12-28 09:14:21","1567.2"
"epam/ketcher","3e728962b6e663dc3504f23937d8f380e399e537","AndreiMazol","2021-11-22 12:18:25","false","Merge remote-tracking branch 'origin/release/2.4'

# Conflicts:
#	packages/ketcher-react/src/Editor.module.less
#	packages/ketcher-react/src/script/ui/component/form/input.module.less
#	packages/ketcher-react/src/script/ui/views/components/Dialog/Dialog.module.less
#	packages/ketcher-react/src/script/ui/views/components/Dialog/Dialog.tsx
#	packages/ketcher-react/src/script/ui/views/modal/components/process/Check/Check.module.less",29,47,1,1,"2017-12-28 09:14:21","1420.88"
"epam/ketcher","7bed292ae65a69489d44a91db2254e5efe331fa8","ElenaOdnoshivkina","2021-09-24 12:27:46","false","adding condition for checking molecule contain",39,45,0,0,"2017-12-28 09:14:21","1362.88"
"epam/ketcher","6093eac21b9a16daeaeae22e90e68d813cbc760a","Alena-Guznischeva","2022-05-17 06:28:43","true","2.5 help update may (#1613)

* Add files via upload

* Add files via upload

* Update help.md

* Add files via upload

* Update help.md

* Add files via upload

* Update help.md",25,53,1,0,"2017-12-28 09:14:21","1600.88"
"epam/ketcher","571490587f64c883caa84444aa1b89b69dc5b291","AnaMoskvina","2022-04-20 13:50:41","true","add cancel button to open structure window (#1494)

Co-authored-by: Anastasiia Moskvina <anastasiia_moskvina@epam.com>",21,52,1,0,"2017-12-28 09:14:21","1574.19"
"epam/ketcher","c4ca59c22ba8fbd5c3b9ebb6d29ff803f23def10","StarlaStarla","2023-07-28 10:04:50","false","#2679 add auto tests and unit tests",61,67,1,0,"2017-12-28 09:14:21","2036.29"
"epam/ketcher","2fd45479d8034397246266f6ac24fd082f4ea829","tomas-light","2021-01-29 09:27:45","false","#226 remove JSON from ChemicalMimeType",55,37,0,0,"2017-12-28 09:14:21","1126.76"
"epam/ketcher","7eb1c299a17c3f8411b7f6af631d536167d62123","Nitvex","2023-07-05 14:19:20","true","Updated reviewers list (#2878)",54,66,1,0,"2017-12-28 09:14:21","2014.46"
"epam/ketcher","3536ac99429ce75f40454c44f52285c2c2e66b1a","Nitvex","2023-07-21 09:13:34","true","Backmerge: #2940 – No modal windows are opened during R-Group adding (#2942) (#2943)

* Bump word-wrap from 1.2.3 to 1.2.4 (#2937)

Bumps [word-wrap](https://github.com/jonschlinkert/word-wrap) from 1.2.3 to 1.2.4.
- [Release notes](https://github.com/jonschlinkert/word-wrap/releases)
- [Commits](https://github.com/jonschlinkert/word-wrap/compare/1.2.3...1.2.4)

---
updated-dependencies:
- dependency-name: word-wrap
  dependency-type: indirect
...




* 2940 - fix: no modal windows are opened during r-group adding

* #2940 – fix types and console warnings

---------

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: Anna Justus <50149163+Iogsotot@users.noreply.github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",52,67,1,0,"2017-12-28 09:14:21","2030.25"
"epam/ketcher","ac4970ec9b7c31ef67f2fff80103c816e76ab952","AndreiMazol","2022-04-11 15:49:58","true","#1334 add functionality to generate inchikey (#1416)

* update indigo-ketcher version

* update scripts section

* add generateInchIKey method",29,51,1,1,"2017-12-28 09:14:21","1565.27"
"epam/ketcher","e18e571cc61a35784fc63f68e921be58a772bf4b","AnaMoskvina","2022-04-28 16:08:18","true","Merge pull request #1544 from epam/#1511-Change-the-default-values-​​in-the-fields-with-drop-down-lists-in-the-Atom-Properties-window

#1511 change the default values ​​in the fields with drop down lists in the atom properties window",28,52,1,0,"2017-12-28 09:14:21","1581.29"
"epam/ketcher","89cafa3ba7ff14946614f2490c43535b4e5c7664","ElenaOdnoshivkina","2021-10-28 14:35:31","true","#871 Functional Groups - Functions Expand / REmove abbreviation are applicable only for one FG (#883)

* Block several tools for FGs

* Block tools if they applied to FG

* Update work with contracted FG

* FG can be deleted by select whole FG struct, sgroups can be created with FGs inside, rgroup tool blocked

* Repair bond tool

* adding the ability to change multiple groups

* adding conditional for checking selected items

* delete blockedEntities

* change data expanded

* adding function show context menu by bond

Co-authored-by: Kirill Kapytov <Kirill_Kapytov@epam.com>",34,46,0,0,"2017-12-28 09:14:21","1395.97"
"epam/ketcher","8539e3805c060d5aa5904d6a0ec4178afdb1bf26","alsandr03","2022-02-21 08:39:15","true","Add files via upload (#1281)",20,50,1,0,"2017-12-28 09:14:21","1514.98"
"epam/ketcher","614760e1e33f454407afac3c813e48e4edd381cb","evgeniiFrolov1","2022-08-31 08:33:33","false","double bond is lost when add a benzene",18,56,1,0,"2017-12-28 09:14:21","1703.97"
"epam/ketcher","5664d592be1901aafeef7593f2409549a2eb3e53","St-Permiakov","2023-01-25 10:50:03","true","Merge pull request #2118 from epam/#2112-the-hand-tool-is-still-following-the-cursor-when-moving-outside-the-canvas

#2112: The hand tool is still following the cursor when moving outside the canvas",58,61,1,0,"2017-12-28 09:14:21","1854.32"
"epam/ketcher","759a4c016cd6e9a9e5425747b73bc3fce5984972","karen-sarkisyan","2022-02-15 11:28:30","true","#1242 add highlighting (#1252)

* Create new highlight entity in struct. In editor, replace previous highlight method with a setHover function

* Create highlight operations and actions

* Modify draw methods for atoms and bonds to display highlight

* Rename highlight to hover across ketcher-core to prevent confusion

* Add highlight update operation and update and append methods for highlighter

* Make create method accept multiple highlights in one call, refactior rendering of highlight

* Hide update and append methods and actions. Rename highlight to highlights, refactor getAll

* Fix code styling",23,50,1,0,"2017-12-28 09:14:21","1509.09"
"epam/ketcher","fe8282eb44eddac890c2351350fb51e43ad93ea1","AnaMoskvina","2022-05-23 10:15:08","true","fix bug with showing valence warning after copy/paste (#1638)

Co-authored-by: Anastasiia Moskvina <anastasiia_moskvina@epam.com>",22,53,1,0,"2017-12-28 09:14:21","1607.04"
"epam/ketcher","93c66ee2193207347afad93ee6994de170c972a5","KonstantinEpam23","2023-05-25 11:15:04","true","#2669 Atom placed with atom tool have incorrect hover border (#2678)",53,65,1,0,"2017-12-28 09:14:21","1974.33"
"epam/ketcher","3c229258e4041a2863e81ec974a6c99a0a3b8e94","AndreiMazol","2021-04-20 09:43:01","true","#485 The error occurs when trying to undo the delete action for a structure with stereo bonds (#489)",46,40,0,1,"2017-12-28 09:14:21","1208.77"
"epam/ketcher","72f0b8bcc5b733a740fa6a039c1fabadcba1fca9","AndreiMazol","2021-12-27 15:30:55","true","#371 image generation does not work (#1161)

remove response transformation into base64",30,48,1,1,"2017-12-28 09:14:21","1456.01"
"epam/ketcher","8d00a7faf26b5bd263c63684dd6405152c657e22","AndreiMazol","2021-07-20 16:49:17","false","update fusing function in order to escape aromatize while template merging",38,43,0,1,"2017-12-28 09:14:21","1299.07"
"epam/ketcher","fd6a13c128df4026071c8e89ae639518fb897474","evgeniiFrolov1","2022-10-28 12:04:24","true","Merge pull request #1797 from epam/release/2.6

Release/2.6",24,58,1,0,"2017-12-28 09:14:21","1761.12"
"epam/ketcher","687a482196be8351ae53b109e98e935980f97614","Mariia-Katkova","2022-04-28 08:47:43","false","Merge branch 'release/2.5' of https://github.com/epam/ketcher into #1512-text-tool-issues",27,52,1,0,"2017-12-28 09:14:21","1581.98"
"epam/ketcher","14ddd20a94e3d08dae97ba440099ab5d79f8d6b4","aleksandrgordeev1","2021-09-20 10:16:41","true","#733 Add possibility to load/export functional groups (#742)

* add check if sgroup is functional group

* extend mol-serializer to save functional groups

* extend ket-serializer to save functional groups

* fix typo in schema

* implement hiding atoms and bonds for collapsed functional groups

* update selectionPlate and bracket color for collapsed functional groups

* improve appearance of collapsed functional groups

* fix pasting and partially fix selecting functional groups

* add potential solution for visual representation of collapsed functional groups atoms and bonds

* add potential solutions for functional group selection, highlight and merge with atoms

* add functional groups provider, remove atom position recalculation

* refactor reatom and rebond, improve functional groups provider

* change naming from collapsed to contracted functional groups

* remove isFunctionalGroup field from sgroups

* refactor resgroup

* fix problem with exporting more than one functional group in KET

* refactor naming and imports, remove redundant code

* expand temp list of functional groups",34,45,0,0,"2017-12-28 09:14:21","1358.79"
"epam/ketcher","ff672a45ffd20f714b1c75b3bdaf1a7e86227e79","KonstantinEpam23","2023-05-25 08:28:17","true","#2650 Move renderStruct function from ketcher-react to ketcher-core (#2651)

* #2650 Move renderStruct function from ketcher-react to ketcher-core

* #2650 missing export

* #2650 remove unused import

* #2650 fix ci",56,65,1,0,"2017-12-28 09:14:21","1974.22"
"epam/ketcher","0174be46406d6de7214226c07e275eba693481ee","KonstantinEpam23","2022-12-16 17:22:42","true","Backmerge: #1936 Adding functional group to atom generate a JavaScript console error (#1949)

Co-authored-by: ansivgit <ansiv@yandex.ru>",33,59,1,0,"2017-12-28 09:14:21","1810.34"
"epam/ketcher","3ecee6d7f42846393ec50f97b9fb3f38864d8ca7","AndreiMazol","2022-04-18 14:28:15","true","#1337 rework settings window (#1470)

* delete components folder

* fix sidebar styles",30,52,1,1,"2017-12-28 09:14:21","1572.22"
"epam/ketcher","576bbffcdb2073e17f59aed5c8c7b5089de99463","y-holik","2023-10-03 09:40:59","true","Autotests: #3377 - Reagents - CML file format (#3384)

* added tests&scrshots

* minor upd",36,69,1,0,"2017-12-28 09:14:21","2102.27"
"epam/ketcher","b32b559af66afa7d807c629b32ac16137f510838","AndreiMazol","2022-06-16 11:04:46","false","atom tool throws error if a bond is selected",15,54,1,1,"2017-12-28 09:14:21","1630.08"
"epam/ketcher","772e82ba425e4304c307bcbbc839f1dfe8a571a6","AKZhuk","2023-08-18 08:52:05","true","Merge pull request #3120 from epam/2838-bonds-between-atoms-are-not-centered-and-not-drawn-symmetrically

#2838 - Bonds between atoms are not centered and not drawn symmetrically",68,68,1,0,"2017-12-28 09:14:21","2057.23"
"epam/ketcher","d70911ec89c27bb50133e84c7fe5fb9f7e4ebafc","Nitvex","2022-11-15 08:55:06","true","#1839 – removed lightweight tag from page title (#1840)",37,58,1,0,"2017-12-28 09:14:21","1778.99"
"epam/ketcher","43a94fd686c3e858ff675371579b960bf5dea5e1","Aniuta907","2020-12-17 14:46:24","true","#174 fix cut and copy buttons from main menu (#189)

Co-authored-by: Anna Kuznetsova1 <anna_kuznetsova1@epam.com>",42,36,0,0,"2017-12-28 09:14:21","1080.73"
"epam/ketcher","464c86d9ce00b3c8c0f9d0a09a6c120a1fd6879c","AnastasiiaPlyako","2023-06-19 09:42:04","false","update gitignore",57,66,1,0,"2017-12-28 09:14:21","1998.27"
"epam/ketcher","a2c84704192033dd1c9fba548d4a747ffb32b504","yuleicul","2023-03-07 07:35:24","true","Fix the active tool applying when closing context menu (#2263)",58,62,1,0,"2017-12-28 09:14:21","1896.18"
"epam/ketcher","4d491abe32d4e7b480cb113ff5acb2f5347ed67d","yuleicul","2023-06-09 13:19:09","true","#2584 #2750 - Selection tool: add flip and delete buttons & Rotation Tool: non-selected end of the selected bond should be the rotation center (#2666)

* #2584 - Refactor: add type declarations to external module 'subscription'

* #2584 - Add new reducer for floating tools

* #2584 - Add new component FloatingTools

* #2584 - Update position of floating tools

* #2584 - Fix position to be correct after scrolling and zooming

* #2584 - Fix rotation box to be rerendered after flipping

* #2584 - Fix floating tools to update position when scrolling

* #2584 - Update erase button's icon to delete

* #2584 - Remove transform tool group from left toolbar

* #2584 - Rename handlePos to rotateHandlePosition

* #2584 - Expose a public method to handle scrolling

* #2584 - Make handleCenter private

* #2584 - Change Vec2 to {x, y}

* #2584 - Remove raphael2view

* #2584 - Fix ci

* #2584 - Fix ci after merging

* #2584 - Support to flip multi structures as a whole

* #2584 - Support to flip rxnArrow

* #2584 - Support to flip texts and rxnPluses

* #2584 - Remove functionality of flipping one single bond

* #2584 - Remove unused code

* #2584 - Fix flip positions of texts

* #2584 - Decouple action generators and UI

* #2750 - Fix unselected end of the selected bond to be the center

* #2584 - Avoid importing type from ui to editor (code review)",61,65,1,0,"2017-12-28 09:14:21","1988.42"
"epam/ketcher","b9f1d31606f1d19b2b5ee4ab87b199b3efaaf694","nanoblit","2023-11-06 14:57:31","true","#2883 - [Macro] Modal window to select AP while connecting monomers (#3435)

Co-authored-by: Vita Kuvakina <vita_kuvakina@epam.com>
Co-authored-by: Sasha Graves <all0exa@gmail.com>
Co-authored-by: Roman Rodionov <roman_rodionov@epam.com>",14,70,1,0,"2017-12-28 09:14:21","2135.49"
"epam/ketcher","f98c4735dc8008d1e3ebaf11716f45a38306b265","ensemenova","2021-01-20 08:09:48","true","241 Hide simple objects for standalone mode (#249)

add remoteStructServiceProvider

Add standaloneStructServiceProvider

add copyright

fix merge conflicts",55,37,0,0,"2017-12-28 09:14:21","1118.71"
"epam/ketcher","0f75bde677592d533b92fe422c347c16f614147d","evgeniiFrolov1","2022-08-31 08:57:28","true","Merge pull request #1705 from epam/1679-page-scrolling-on-click

1679 remove autofocus on click",18,56,1,0,"2017-12-28 09:14:21","1703.99"
"epam/ketcher","b22adf3456f776fb8fe11d5abd256f71584a1aa9","AKZhuk","2023-10-05 15:34:39","true","#3397 - When you save atom in ket format with substitutionCount greater then 6 , it is impossible to open it (#3398)

- Update schema.json
- Fix hCount property",32,69,1,0,"2017-12-28 09:14:21","2104.51"
"epam/ketcher","6ae5ab72c6a956aaf7a673d8af1b8635805b99cc","nanoblit","2023-08-31 09:15:29","true","#3019 - ignorechiralflag setting is not regarded for templates (#3087)

* #3019 - Show stereo label correctly

* #3019 - Rerender template previews after options have changed

* #3019 - Simplify template render invalidation code

* #3019 - Initial changes to logic for showing labels

* #3019 - Fix templates not being updated after changing ignoreChiralFlag setting

* #3019 - Fix MolSerializer error

* #3019 - Remove unused variable

* #3019 - Fix localStorage usage

* #3019 - Add Phenylalanice mustard to template library

* #3019 - Add tests

* #3019 - Fix tests

* #3019 - Fix tests

* #3019 - Add types to init-lib and explanation to tests

* #3019 - Make a test more readable",63,68,1,0,"2017-12-28 09:14:21","2069.25"
"epam/ketcher","de942b3bd2fb7a021aef53894234e2e845bfdd48","AndreiMazol","2020-12-29 12:46:13","true","#187 Blank page appears while saving file with R-group (#227)

- fix isAbs function",64,36,0,1,"2017-12-28 09:14:21","1096.9"
"epam/ketcher","753d417c4fbb799531d3d65c77352b9d6a969ae4","AndreiMazol","2021-03-17 14:06:51","false","fix generation of selected atoms list",54,39,0,1,"2017-12-28 09:14:21","1175.95"
"epam/ketcher","aa6b0eee8603a6aa28c626d1bc8e11b51bf8904a","AnaMoskvina","2022-05-03 07:20:42","true","Merge pull request #1548 from epam/#1543-add-any-atom-button

#1543 add any atom button",34,52,1,0,"2017-12-28 09:14:21","1586.92"
"epam/ketcher","6cae0894b3b0ec3667668c41d301f8740d08e734","AnaMoskvina","2022-05-04 16:26:45","true","Merge pull request #1562 from epam/release/2.5

Release/2.5",36,52,1,0,"2017-12-28 09:14:21","1588.3"
"epam/ketcher","23c9661f1cf4f14a52085e7a1ad829892951eb89","yuleicul","2023-04-11 07:52:07","true","#2402 - Fix cursor-following atom to hide when DnD (#2466)",69,63,1,0,"2017-12-28 09:14:21","1930.19"
"epam/ketcher","1328d0309029461dcd0e94e22be1dcde0f7faa10","AnaMoskvina","2022-05-20 07:58:25","true","update indigo-ketcher (#1630)

Co-authored-by: Anastasiia Moskvina <anastasiia_moskvina@epam.com>",21,53,1,0,"2017-12-28 09:14:21","1603.95"
"epam/ketcher","d444364e68c0cc46438165aee3dead381ad32af8","AndreiMazol","2022-04-19 08:13:32","false","update buttons border radius",30,52,1,1,"2017-12-28 09:14:21","1572.96"
"epam/ketcher","a1af270586efd5401c794424ffd08a1b7cc14653","softcat23","2021-02-01 14:02:53","false","fix reexports",55,37,0,0,"2017-12-28 09:14:21","1129.95"
"epam/ketcher","67a0af081df1aaaa1bee73d5dd3a6dc6956e39bb","St-Permiakov","2023-02-16 14:12:59","true","#2229: Bond between Functional Group and structure disappears after adding Functional Group again (#2230) (#2231)

* #1990 - Detect if group is attached to smth + get attachment atom

* #2229 - Bond between Functional Group and structure disappears after adding Functional Group again

* #2229 - rename pos0/pos1

* #2229 - more clear logic when replacing group

---------

Co-authored-by: Stanislav Permiakov <Stanislav.Permiakov@primark.onmicrosoft.com>
Co-authored-by: Stanislav Permiakov <stanislav_permiakov@epam.com>",63,62,1,0,"2017-12-28 09:14:21","1875.46"
