"name_with_owner","sha","author","date","verified","message","num_issues","commit_month","has_ci","is_core","first_commit","days_since_first"
"ceph/ceph-csi","23faa600c1efcc51efcabcebb6d64eef3ad1fb1e","nixpanic","2020-05-07 12:51:44","false","ci: run e2e tests with current Kubernetes 1.17.5 release

Kubernetes 1.17.0 has had several updates, 1.17.5 is the latest patch
release.

See-also: https://github.com/kubernetes/sig-release/blob/master/releases/patch-releases.md#117
Signed-off-by: Niels de Vos <ndevos@redhat.com>",108,28,0,1,"2018-01-08 15:47:21","850.38"
"ceph/ceph-csi","393569482e6ef3577381c3e98df07cd68d996e4a","nixpanic","2020-07-02 08:23:23","false","doc: add comments to cephfs error methods

Signed-off-by: Niels de Vos <ndevos@redhat.com>",110,30,0,1,"2018-01-08 15:47:21","905.19"
"ceph/ceph-csi","8662e01d2c13a3018b389f4710f685a20b0fb4f6","nixpanic","2021-06-24 10:39:40","false","deploy: allow RBD components to get ServiceAccounts

The provisioner and node-plugin have the capability to connect to
Hashicorp Vault with a ServiceAccount from the Namespace where the PVC
is created. This requires permissions to read the contents of the
ServiceAccount from an other Namespace than where Ceph-CSI is deployed.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",117,41,0,1,"2018-01-08 15:47:21","1261.54"
"ceph/ceph-csi","21946ae3458f9bdc3ee263117b7b44f09fd606db","nixpanic","2020-06-22 12:48:32","false","ci: move HELM_VERSION to build.env

Signed-off-by: Niels de Vos <ndevos@redhat.com>",116,29,0,1,"2018-01-08 15:47:21","894.38"
"ceph/ceph-csi","3e305970df58c6c9a56d957aece0e2e6bebf8df9","nixpanic","2020-10-26 13:18:48","false","cleanup: do not panic when validateCloneDepthFlag() detects an error

When the cephcsi executable receives an error when calling
validateCloneDepthFlag(), it panics due to klog.Fatalln(). The errors
that validateCloneDepthFlag() logs should be understandable enough, so
that users know what to investigate. A Go panic on a user error is not
very userfriendly, and does not provide any additional usefil
information.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",74,33,0,1,"2018-01-08 15:47:21","1018.4"
"ceph/ceph-csi","c4372b85677b9514307b801ce78600486e6ffe88","nixpanic","2021-07-15 07:42:44","false","doc: describe Hashicorp Vault with a ServiceAccount per Tenant

In addition to the single ServiceAccount KMS support for Hashicorp
Vault, Ceph-CSI can now use a ServiceAccount per Tenant as well. This
adds the user-documentation with references to the example deployment
files.

Closes: #2222
Signed-off-by: Niels de Vos <ndevos@redhat.com>",123,42,0,1,"2018-01-08 15:47:21","1282.41"
"ceph/ceph-csi","f3192bd1b34b7327485a00255e6dcae34f930256","phlogistonjohn","2020-05-21 19:58:08","false","util: add New* funcs for ErrKeyNotFound & ErrPoolNotFound types

These types have private fields but we need to construct them outside of
the util package. Add New* methods for both.

Signed-off-by: John Mulligan <jmulligan@redhat.com>",111,28,0,0,"2018-01-08 15:47:21","863.67"
"ceph/ceph-csi","1f1504479c31d6e2f2f430242b6e40646fc6fdc0","irq0","2022-09-06 12:43:47","false","rbd: Add context to fscrypt errors

Signed-off-by: Marcel Lauhoff <marcel.lauhoff@suse.com>",38,56,1,0,"2018-01-08 15:47:21","1699.87"
"ceph/ceph-csi","61924adf575be8e6398ce82de53c7f068950973f","nixpanic","2020-08-07 07:30:48","false","util: use FatalLog() in util/httpserver.go

Hide the use of klog by using our own FatalLog() function.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",117,31,0,1,"2018-01-08 15:47:21","940.16"
"ceph/ceph-csi","92aae4834e78cb2488c084132ce9d944e46f62ba","nixpanic","2020-06-25 11:30:04","false","cleanup: use standard Golang errors package

""github.com/pkg/errors"" does not offer more functionlity than that we
need from the standard ""errors"" package. With Golang v1.13 errors can be
wrapped with `fmt.Errorf(""... %w"", err)`. `errors.Is()` and
`errors.As()` are available as well.

See-also: https://tip.golang.org/doc/go1.13#error_wrapping
Signed-off-by: Niels de Vos <ndevos@redhat.com>",117,29,0,1,"2018-01-08 15:47:21","897.32"
"ceph/ceph-csi","ec691fdb89233f6be2bbb7fa6884708a0e0591ea","nixpanic","2021-03-02 12:23:07","false","rebase: use minikube v1.18

Minikube v1.18 has been released. This conains a fix for our `losetup`
workaround, so that can be removed now.

Updates: #1840
Signed-off-by: Niels de Vos <ndevos@redhat.com>",92,38,0,1,"2018-01-08 15:47:21","1150.61"
"ceph/ceph-csi","200d8089f54a4c4c3e0a918c24e788f2187fe361","nixpanic","2020-08-25 09:26:30","false","doc: add description of most useful GitHub labels

Signed-off-by: Niels de Vos <ndevos@redhat.com>",123,31,0,1,"2018-01-08 15:47:21","957.24"
"ceph/ceph-csi","89e2ff39f13eb5165a9cad750a7058b1b286f81a","nixpanic","2022-04-24 07:35:41","false","ci: do not count `Warning:` matches in kubectl_retry()

Depending on the Kubernetes version, the following warning is reported
regulary:

> Warning: policy/v1beta1 PodSecurityPolicy is deprecated in v1.21+,
> unavailable in v1.25+

The warning is written to stderr, so skipping AlreadyExists or NotFound
is not sufficient to trigger a retry. Ignoring '^Warning:' in the stderr
output should prevent unneeded failures while deploying Rook or other
components.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",38,51,1,1,"2018-01-08 15:47:21","1566.66"
"ceph/ceph-csi","9ac7f5640099b6f4f87606e1f590af97cfa3e71b","nixpanic","2021-02-15 09:24:47","false","util: move existing KMS implementations to the DEKStore interface

Use DEKStore API for Fetching and Storing passphrases.

Drop the fallback for the old KMS interface that is now provided as
DEKStore. The original implementation has been re-used for the DEKStore
interface.

This also moves GetCryptoPassphrase/StoreNewCryptoPassphrase functions
to methods of VolumeEncryption.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",85,37,0,1,"2018-01-08 15:47:21","1132.48"
"ceph/ceph-csi","3585b21e805748434a77cb6732ce9594d8a457ab","agarwal-mudit","2020-07-28 14:35:19","false","util: fix tracevol.py to take config map namespace as an option

Added a new option so that user can specify the namespace for config map.

Signed-off-by: Mudit Agarwal <muagarwa@redhat.com>",115,31,0,0,"2018-01-08 15:47:21","930.45"
"ceph/ceph-csi","7e44e557f0493eb6f79cc4fd36caf34c1e5c4b1f","humblec","2022-08-18 09:53:48","false","build: add mergify rule for backport PRs in release 3.7 branch

This commit add rule for backporting to release 3.7 branch with
label backport-to-release-v3.7

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",41,55,1,1,"2018-01-08 15:47:21","1680.75"
"ceph/ceph-csi","5ad8b16e5915cfacc010ae95d2bbf8e464f45674","rootfs","2018-07-10 16:57:30","true","Merge pull request #45 from mkimuram/issue/44

Fix Cephfs plugin to return false to ValidateVolumeCapabilities if Block volume is specified",4,6,0,0,"2018-01-08 15:47:21","182.05"
"ceph/ceph-csi","53949d2e62614dcb97112872ed3d948c1b83a990","rootfs","2018-02-15 21:06:36","true","Merge pull request #24 from rootfs/image-repo

enable sudo in travis",1,1,0,0,"2018-01-08 15:47:21","37.22"
"ceph/ceph-csi","2f1317ff1dc0d9bed6bf94dafe3c31933c1fc3f0","rootfs","2019-01-15 20:09:27","true","Merge pull request #126 from Madhu-1/dep-vendor

use dep  ensure -vendor-only",17,12,0,0,"2018-01-08 15:47:21","372.43"
"ceph/ceph-csi","4ca19ad2ff6e7d9f18cb50e6e9c38bafc4986f14","humblec","2021-11-22 06:49:34","false","e2e: reformat error message with consistent formatting

 To make the error return consistent across e2e tests we have decided
 to remove with error presence from the logs and this commit
 does that for e2e/ceph_user.go.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",55,46,0,1,"2018-01-08 15:47:21","1409.38"
"ceph/ceph-csi","c2d4200bd87976f5a65b15f58b3609624a48195d","humblec","2020-05-21 15:29:38","false","ci: Enable stale bot on issues

The flag to enable this bot on issues was off. This PR enables it

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",111,28,0,1,"2018-01-08 15:47:21","863.49"
"ceph/ceph-csi","d85304c7c22de19e20efbcb34140f2c5b130bb70","humblec","2021-07-19 14:14:52","false","doc: lift clone feature support to Beta

Since kubernetes 1.16 clone ( create a new volume from exisiing volume)
functionality is at Beta state and kubernetes v1.18, the snapshot functionality
has been lifted to GA. Ceph CSI drivers have been supporting this feature
for last few releases and users are heavily using this feature since then.

We also have good amount of e2e test case which cover volume creation
from PVC backend or iow, PVC as a datasource. With that, this PR
proposes of lifting this feature support to Beta with v3.4.0 version.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",127,42,0,1,"2018-01-08 15:47:21","1286.69"
"ceph/ceph-csi","dbb523c1506087e708289cffdbae5297960e3ef2","humblec","2022-01-12 06:24:32","false","doc: add in-tree volume to csi migration usage doc

This commit adds in-tree to csi volume migration usage documentation
to the examples.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",43,48,1,1,"2018-01-08 15:47:21","1464.61"
"ceph/ceph-csi","52603d595a6ce5b60252044a564fb2b477bfdb4d","phlogistonjohn","2020-05-12 21:05:55","false","journal: split journal types creating a new Connection type

Before, the one CSIJournal type was handling both configuration and
providing methods to make changes to the journal. This created the
temptation to modify the state of the global configuration object to
enact changes through the method calls.

This change creates a new type `journal.Connection` that takes the
monitors and credentials to create a short(er)-lived object to actually
read and make changes on the journal. This also avoid mixing the
arguments needed to connect to the cluster with the arguments needed
for the various journal read & update calls.

Signed-off-by: John Mulligan <jmulligan@redhat.com>",110,28,0,0,"2018-01-08 15:47:21","854.72"
"ceph/ceph-csi","342d28278022d61b400d89789e226124745aa2be","Madhu-1","2021-02-10 06:51:30","false","rebase: add kube-storage/replication to go.mod

add dependent kube-storage/replication package
to the vendor.

update grpc to latest release v1.35.0.

Signed-off-by: Madhu Rajanna <madhupr007@gmail.com>",83,37,0,1,"2018-01-08 15:47:21","1127.38"
"ceph/ceph-csi","84b046d73680e32d6d1b46a2c7cc9625fa5a66f7","Rakshith-R","2021-06-07 07:31:38","false","rbd: add check for imageFeatures parameter

This commit adds checks for missing `imageFeatures` parameter
in createvolumerequest and nodestagerequest(only for static PVs).
Missing `imageFeatures` parameter is ignored in case of non-static
PVs to ensure backwards compatibility with older versions which
did not have `imageFeatures` as required parameter.

Signed-off-by: Rakshith R <rar@redhat.com>",111,41,0,1,"2018-01-08 15:47:21","1245.41"
"ceph/ceph-csi","26c07aef02ff535a1be7e9e8a413600bedfe48d4","Rakshith-R","2021-03-18 10:01:16","false","e2e: small fixes in var name and error msg

rookTolBoxPodLabel to rookToolBoxPodLabel
podPot to podOpt
fix error message for getting PV

Signed-off-by: Rakshith R <rar@redhat.com>",84,38,0,1,"2018-01-08 15:47:21","1165.51"
"ceph/ceph-csi","2099600aa666619be415a3fb5bbf6bb685b7eb30","Madhu-1","2020-04-15 02:26:46","false","Upgrade: Upgrade doc for v2.1.0

This PR updates the upgrade document
from v2.0.x to v2.1.0

Signed-off-by: Madhu Rajanna <madhupr007@gmail.com>",104,27,0,1,"2018-01-08 15:47:21","826.94"
"ceph/ceph-csi","3fde6366851435772132b8632667839a31e9874e","nixpanic","2021-03-12 15:42:31","false","e2e: add validation for cloning encrypted volumes

Signed-off-by: Niels de Vos <ndevos@redhat.com>",93,38,0,1,"2018-01-08 15:47:21","1159.75"
"ceph/ceph-csi","1845f2b77d3eb3bb6a619ded4ec8dae4ccd34403","nixpanic","2020-11-30 09:12:38","false","e2e: use full-qualified-image-name for vault-init-job

On occasion deploying Vault fails. It seems the vault-init-job batch job
does not use a full-qualified-image-name for the ""vault"" container.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",85,35,0,1,"2018-01-08 15:47:21","1052.23"
"ceph/ceph-csi","6915624380f13591e5f22de32fbb21488d7916ef","nixpanic","2021-02-17 10:57:31","false","util: add EncryptDEK DecryptDEK to EncryptionKMS interface

By adding these methods, a KMS can explicitly encrypt/decrypt the DEK if
there is no transparent way of doing so.

Hashicorp Vault encrypts the DEK when it it stored, and decrypts it when
fetched. Therefor there is no need to do any encryption in this case.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",88,37,0,1,"2018-01-08 15:47:21","1134.55"
"ceph/ceph-csi","96eafecad89b2075edcb274ba6a626e59c0a7825","nixpanic","2020-11-04 14:45:06","false","e2e: do not use Failf() to abort tests in a go-routine

There are several go-routines where Failf() is called, which will cause
a Golang panic inside the Ginko test framework. Instead of aborting the
go-routine, capture the error and check for failures once all
go-routines have finished.

Updates: #1359
Signed-off-by: Niels de Vos <ndevos@redhat.com>",80,34,0,1,"2018-01-08 15:47:21","1027.46"
"ceph/ceph-csi","b5d1edd3f75e67fa98473f746c076c1d3a90fbd4","humblec","2020-09-25 13:35:21","false","cephfs: correct cephFSCloneInprogress source code comment

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",131,32,0,1,"2018-01-08 15:47:21","987.41"
"ceph/ceph-csi","959df4dbac9c23f8b302b768855e2ca21ae60afe","humblec","2022-04-07 11:34:25","false","doc: correct typos in struct field comments and release.md

corrected strings in the release guide and util server.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",44,51,1,1,"2018-01-08 15:47:21","1550.82"
"ceph/ceph-csi","5647d4da245fb6f658cd63229d1faf4285dc1a6f","humblec","2021-11-22 06:05:49","false","e2e: reformat error message with proper error formatting

To make the error return consistent across e2e tests we have decided
to remove `with error` presence from the logs and this commit
does that for cephfs tests.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",55,46,0,1,"2018-01-08 15:47:21","1409.35"
"ceph/ceph-csi","aa698bc3e16c7e578a8485b8b372281059c9c8c1","humblec","2021-08-09 07:19:24","false","rebase: update kubernetes and libraries to v1.22.0 version

Kubernetes v1.22 version has been released and this update
ceph csi dependencies to use the same version.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",121,43,0,1,"2018-01-08 15:47:21","1306.4"
"ceph/ceph-csi","7d3fd4f683392dcbb386d35d3c933dc831517edd","humblec","2022-04-19 16:26:23","false","nfs: change the image registry for sidecars

This commit change the image registry URL for sidecars in the
NFS deployment from `k8s.gcr.io` to `registry.k8s.io` as
the migration is happening from former to the latter.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",41,51,1,1,"2018-01-08 15:47:21","1562.03"
"ceph/ceph-csi","dd31e6e9474c25dd424d20d3fd97fa9ca512e009","humblec","2019-05-07 10:50:03","false","Remove duplicate entries from Makefile and resolve merge conflict.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",68,16,0,1,"2018-01-08 15:47:21","485.04"
"ceph/ceph-csi","5e6aebee58ab886b6c26d12a9a9efe9589d8a23c","humblec","2020-01-16 09:16:08","false","Exclude snapshot changes

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",106,24,0,1,"2018-01-08 15:47:21","738.23"
"ceph/ceph-csi","2851c7d17a85e894032bcff46a4dc64cc65dbf2f","humblec","2021-06-10 11:00:26","false","cleanup: correct createORdeleteRbdResources() function name

This patch address a typo in the mentioned function name

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",108,41,0,1,"2018-01-08 15:47:21","1247.55"
"ceph/ceph-csi","ef1785ce4db0aa1f6878c770893bcabc71cff300","humblec","2020-08-04 16:58:58","false","e2e: remove volume populate test case and also change writeDataInPod()

As we are populating the volume in other two test cases for clone and
snapshot operation, we dont need a specific test case now.
WriteDataInPod() function is also changed to take the pod spec and write
some data to it

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",117,31,0,1,"2018-01-08 15:47:21","937.55"
"ceph/ceph-csi","2f0595ab71127bb396b90c43c8e8af17c608e561","humblec","2019-01-16 08:55:36","false","Remove unwanted else block and add comments about some exported functions
and variables.

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",17,12,0,1,"2018-01-08 15:47:21","372.96"
"ceph/ceph-csi","a116764f4d3eb6f1dd1cdd9af22feb9fca1f8068","Madhu-1","2020-04-16 06:31:33","false","Snapshot: Template changes for snapshot beta

Updated the deployment templates and the sidecar
images version to support snapshot beta version.

Signed-off-by: Madhu Rajanna <madhupr007@gmail.com>",102,27,0,1,"2018-01-08 15:47:21","828.11"
"ceph/ceph-csi","919f3b6d85c5b115bc73b019f46a6cd5ff73c393","Madhu-1","2020-05-04 09:38:02","false","Doc: update development documentation

Updated golang version to 1.13.x and
also updated user to set GO111MODULE=on
and CGO_ENABLED=1 when doing development
in cephcsi

Signed-off-by: Madhu Rajanna <madhupr007@gmail.com>",109,28,0,1,"2018-01-08 15:47:21","847.24"
"ceph/ceph-csi","f172e6956b0a077920e3fe37b92f8aca65b7ed47","nixpanic","2021-03-24 17:04:33","false","doc: add configuration example for Amazon KMS

Signed-off-by: Niels de Vos <ndevos@redhat.com>",88,38,0,1,"2018-01-08 15:47:21","1171.8"
"ceph/ceph-csi","c5f00a9e3d6024625a72fb370f42bfffcb9dc093","nixpanic","2021-03-04 09:23:53","false","e2e: add test for the SecretsMetadataKMS provider

The new provider should be able to provision and mount an encrypted
volume.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",91,38,0,1,"2018-01-08 15:47:21","1152.48"
"ceph/ceph-csi","9cd8a15c5d6bea72a4ce2768b98e916c65798bcc","irq0","2022-07-07 16:31:38","false","rbd: Document new encryptionType storage class example

Signed-off-by: Marcel Lauhoff <marcel.lauhoff@suse.com>",40,54,1,0,"2018-01-08 15:47:21","1641.03"
"ceph/ceph-csi","1b2e9f556f314202c2ce3c1d632c54ce23074034","Yuggupta27","2021-03-22 07:01:38","false","e2e: add helper function for clone validation

added a helper function to test clone creation
in a different pool.

Co-authored-by: Madhu Rajanna <madhupr007@gmail.com>
Signed-off-by: Yug <yuggupta27@gmail.com>",87,38,0,0,"2018-01-08 15:47:21","1169.38"
"ceph/ceph-csi","1fa842277aaaa4e9a4a73588b5dcea49ccadffce","irq0","2022-05-27 19:55:58","false","rbd: fscrypt file encryption support

Integrate basic fscrypt functionality into RBD initialization. To
activate file encryption instead of block introduce the new
'encryptionType' storage class key.

Signed-off-by: Marcel Lauhoff <marcel.lauhoff@suse.com>",37,53,1,0,"2018-01-08 15:47:21","1600.17"
"ceph/ceph-csi","0fae0e53b6d7236b9d8da78fb20dad4fd1daac45","humblec","2021-04-15 10:49:37","false","cleanup: various source code comment corrections

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",87,39,0,1,"2018-01-08 15:47:21","1192.54"
"ceph/ceph-csi","866bc7da212cde6799d96685f37adb0af0603111","humblec","2020-01-13 11:17:54","false","Add resize doc for both filesystem and block mode PVCs

Signed-off-by: Humble Chirammal <hchiramm@redhat.com>",108,24,0,1,"2018-01-08 15:47:21","735.31"
"ceph/ceph-csi","76d94007258871657233fbeb4381ee87048c64de","nixpanic","2023-11-03 08:49:08","false","cleanup: remove left-overs of ReplicationServer in csi-common

The ReplicationServer is not used anymore, the functionality has moved
to CSI-Addons and the `internal/csi-addons/rbd` package. These last
references were not activated anywhere, so can be removed without any
impact.

See-also: #3314
Signed-off-by: Niels de Vos <ndevos@ibm.com>",20,70,1,1,"2018-01-08 15:47:21","2121.96"
"ceph/ceph-csi","3d7d48a4aa8adef71cf61f4dec7926e9e3def5cd","nixpanic","2021-06-08 06:47:10","false","util: VaultTenantSA KMS implementation

This new KMS uses a Kubernetes ServiceAccount from a Tenant (Namespace)
to connect to Hashicorp Vault. The provisioner and node-plugin will
check for the configured ServiceAccount and use the token that is
located in one of the linked Secrets. Subsequently the Vault connection
is configured to use the Kubernetes token from the Tenant.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",110,41,0,1,"2018-01-08 15:47:21","1246.37"
"ceph/ceph-csi","32839948ef6c0bd51155109f8a0192711e6e30a9","nixpanic","2020-04-17 09:23:49","false","cleanup: move pkg/ to internal/

The internal/ directory in Go has a special meaning, and indicates that
those packages are not meant for external consumption. Ceph-CSI does
provide public APIs for other projects to consume. There is no plan to
keep the API of the internally used packages stable.

Closes: #903
Signed-off-by: Niels de Vos <ndevos@redhat.com>",103,27,0,1,"2018-01-08 15:47:21","829.23"
"ceph/ceph-csi","9317e2afb43a1a1d92ad59687c9828781b4eedf9","nixpanic","2021-03-18 12:50:38","false","util: rewrite GetKMS() to use KMS provider plugin API

GetKMS() is the public API that initilizes the KMS providers on demand.
Each provider identifies itself with a KMS-Type, and adds its own
initialization function to a switch/case construct. This is not well
maintainable.

The new GetKMS() can be used the same way, but uses the new kmsManager
interface to create and configure the KMS provider instances.

All existing KMS providers are converted to use the new kmsManager
plugins API.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",84,38,0,1,"2018-01-08 15:47:21","1165.63"
"ceph/ceph-csi","d4076d6216e6f86e61768dffc41e6a6510c89056","nixpanic","2021-02-22 15:25:35","false","util: introduce VolumeEncryption type

Prepare for grouping encryption related functions together. The main
rbdVolume object should not be cluttered with KMS or DEK procedures.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",90,37,0,1,"2018-01-08 15:47:21","1139.73"
"ceph/ceph-csi","c0ab4c03e6c71005ff5d5bc67008ec2372f7d07b","nixpanic","2021-01-11 08:02:41","false","cephfs: move NodeGetVolumeStats() to CephFS NodeServer

The CephFS NodeServer should handle the CephFS specific requests. This
is not something that the NodeServer for RBD should handle.

Signed-off-by: Niels de Vos <ndevos@redhat.com>",82,36,0,1,"2018-01-08 15:47:21","1098.43"
"ceph/ceph-csi","9077c25c15c8d695de5a5d350143f255a48d1dd7","Madhu-1","2020-07-08 12:59:38","false","e2e: add e2e to test pvc-pvc cloning

Added an e2e testcase to test pvc-pvc
cloning.

Signed-off-by: Madhu Rajanna <madhupr007@gmail.com>",110,30,0,1,"2018-01-08 15:47:21","911.38"
"ceph/ceph-csi","50a84fb9308cfb05f3d029f4d73474daa1d3e3dc","Madhu-1","2020-01-20 11:05:47","false","Update mergify to release-v2.0

Signed-off-by: Madhu Rajanna <madhupr007@gmail.com>",108,24,0,1,"2018-01-08 15:47:21","742.3"
"ceph/ceph-csi","99bdbf21821d6fe0614bd8b89abd637d94712ff4","gman0","2018-03-13 10:21:34","false","Merge branch 'master' into wip-cephfs",2,2,0,0,"2018-01-08 15:47:21","64.77"
"ceph/ceph-csi","7b4bdd8a2fb36a37b4374ae6b980a60b73556380","gman0","2019-04-02 06:37:39","true","Merge pull request #283 from Madhu-1/CI-for-v0.3

update travis.yml and deploy.sh",46,15,0,0,"2018-01-08 15:47:21","449.87"
"ceph/ceph-csi","60588d89685f1741bf8621e5dd328021d437129b","gman0","2019-02-26 10:06:16","false","cephfs/volume: create/delete-volume idempotency checks",31,14,0,0,"2018-01-08 15:47:21","413.01"
"ceph/ceph-csi","6e3d68f5758197123a94f87dcc8bb26b3c6b12e5","nixpanic","2020-10-27 11:00:39","false","ci: use major Kubernetes versions again for Mergify checks

With the update to minikube v1.14.1 downloading binaries for the recent
Kubernetes patch releases works again. The CI jobs have been updated to
use the major versions, and so should Mergify.

Fixes: #1588
Signed-off-by: Niels de Vos <ndevos@redhat.com>",76,33,0,1,"2018-01-08 15:47:21","1019.3"
